IPAddress,Duration (in seconds),Finished,RecordedDate,ResponseId,consent,ID,browser_info_Resolution,timer_pitch_deck_First Click,timer_pitch_deck_Last Click,timer_pitch_deck_Page Submit,timer_pitch_deck_Click Count,timer_mc_quality_First Click,timer_mc_quality_Last Click,timer_mc_quality_Page Submit,timer_mc_quality_Click Count,invest_prob_1,cvpa_v_1,cvpa_v_2,cvpa_v_3,cvpa_v_4,cvpa_a_1,cvpa_a_2,cvpa_a_3,cvpa_a_4,cvpa_r_1,cvpa_r_2,cvpa_r_3,age,gender,invest_experience,attention_check,attention_check_99_TEXT,comprehension_check,PROLIFIC_PID,fluency_condition,quality_condition,device
147,245,TRUE,2022-11-30T15:11:41Z,R_2tya8sw6sodOQNs,yes,147,414x896,32.24,34.769,39.577,2,0.638,0.638,1,1,85,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,25,Female,1,Other,I have read this text carefully,HR technology,147,high,high,NA
148,223,TRUE,2022-11-30T15:11:45Z,R_2qy0Egz0SUtmuUf,yes,148,375x812,0.884,8.723,128.373,6,3.554,4.219,4.997,2,58,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree,Agree,43,Female,0,Other,I have read this text carefully,HR technology,148,low,high,mobile
149,682,TRUE,2022-11-30T15:11:53Z,R_2E5JNnxF0j11Wsx,yes,149,1280x720,2.46,341.866,342.103,2,5.229,5.229,5.685,1,70,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Disagree,24,Male,0,Other,I have read this text carefully,HR technology,149,low,high,NA
150,202,TRUE,2022-11-30T15:12:00Z,R_3JELmoGMJKh5iwd,yes,150,390x844,6.546,7.24,111.003,2,3.102,3.928,4.55,2,32,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,32,Female,4,2-3 times a week,NA,HR technology,150,high,low,mobile
151,304,TRUE,2022-11-30T15:12:09Z,R_XhUmW4IG9pMfJtv,yes,151,393x852,5.226,183.772,184.649,4,5.429,9.861,10.392,3,66,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,21,Male,0,Other,I have read this text carefully,HR technology,151,low,low,mobile
152,341,TRUE,2022-11-30T15:12:11Z,R_1nT0D2D9TgGKp6t,yes,152,1366x768,46.585,46.585,195.872,1,5.754,5.754,6.68,1,88,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,54,Male,1,Other,I have read this text carefully,HR technology,152,low,low,NA
153,554,TRUE,2022-11-30T15:12:14Z,R_2aUJ3XeORiw2juD,yes,153,1366x768,19.753,19.753,328.764,1,15.33,15.33,17.142,1,20,Strongly disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,56,Male,5,Other,I have read this text carefully,HR technology,153,high,low,NA
154,229,TRUE,2022-11-30T15:12:22Z,R_3PuvZTpApl8vRDo,yes,154,1920x1080,3.075,3.075,122.433,1,2.804,9.214,10.242,2,2,Disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,37,Male,2,Other,I have read this text carefully,HR technology,154,high,low,NA
155,233,TRUE,2022-11-30T15:12:32Z,R_WeLWM3vyWnV7UM9,yes,155,1366x768,12.786,12.786,46.161,1,26.285,26.285,27.331,1,15,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,44,Male,0,Once a week,NA,HR technology,155,low,high,NA
156,297,TRUE,2022-11-30T15:12:46Z,R_5AOR5HYKoZQHd4d,yes,156,390x844,2.24,9.003,166.615,4,6.022,7.186,8.907,2,0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31,Male,0,Other,I have read this text carefully,HR technology,156,high,high,mobile
157,741,TRUE,2022-11-30T15:13:19Z,R_31G8Vp0oEjqavcF,yes,157,2240x1260,33.896,33.896,559.894,1,13.759,13.759,15.2,1,29,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,74,Male,15,Other,I have read this textbcarefully,HR technology,157,low,high,NA
158,520,TRUE,2022-11-30T15:13:22Z,R_2uQUCI8ALL3bPjd,yes,158,1366x768,18.618,24.385,355.201,2,7.904,7.904,9.625,1,0,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,70,Male,20,Other,I have read this text carefully,HR technology,158,low,low,NA
159,223,TRUE,2022-11-30T15:13:30Z,R_2zBXHwiDkaO4xbw,yes,159,390x844,8.28,10.915,132.596,2,4.926,8.333,8.618,2,90,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,38,Male,1,Never,NA,HR technology,159,high,low,mobile
160,251,TRUE,2022-11-30T15:13:42Z,R_2us3oFNSvpgTZwr,yes,160,1476x830,11.451,11.451,102.908,1,6.201,13.032,14.042,7,44,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,56,Male,0,Other,I have read this text carefully,HR technology,160,low,high,NA
161,433,TRUE,2022-11-30T15:14:06Z,R_1IbcBflOkoxDuV5,yes,161,1920x1080,11.632,11.632,299.11,1,2.423,3.621,5.657,2,4,Strongly disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,73,Male,1,Other,I have read this text carefully,HR technology,161,low,high,NA
162,274,TRUE,2022-11-30T15:14:23Z,R_wL5ZSc05Gke2cNz,yes,162,1600x900,8.619,166.543,167.52,3,4.297,4.297,5.686,1,100,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,59,Male,30,4-6 times a week,NA,HR technology,162,high,low,NA
163,286,TRUE,2022-11-30T15:14:31Z,R_3fHtNT3bm9L1SI4,yes,163,1536x864,14.726,14.726,180.149,1,4.789,7.125,8.274,2,1,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,38,Male,6,Other,I have read this text carefully,HR technology,163,low,low,NA
164,429,TRUE,2022-11-30T15:14:48Z,R_2R1GjmLK9CQacpG,yes,164,384x939,14.035,170.418,171.234,2,4.704,8.553,67.324,2,56,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,49,Male,13,Every day,NA,HR technology,164,high,high,mobile
165,340,TRUE,2022-11-30T15:14:53Z,R_3R48mljdqZS9Jti,yes,165,1920x1080,7.27,7.27,225.485,1,6.054,6.054,11.936,1,60,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,49,Male,11,4-6 times a week,NA,HR technology,165,high,high,NA
166,548,TRUE,2022-11-30T15:15:08Z,R_2zhZuG1sej4GKo6,yes,166,1440x900,9.634,9.634,306.428,1,8.967,9.908,10.445,2,55,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,26,Female,2,Other,I have read this text carefully,HR technology,166,high,high,NA
167,341,TRUE,2022-11-30T15:15:17Z,R_3FWCGlSy9HlUzr8,yes,167,1920x1080,5.146,5.146,37.586,1,2.441,4.347,5.645,3,62,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,42,Male,0,Other,I have read this text carefully,HR technology,167,low,low,NA
168,91,TRUE,2022-11-30T15:15:19Z,R_1KeuIpumv9ZcduU,yes,168,1366x768,0.654,0.654,1.595,1,6.233,6.233,7.114,1,40,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,42,Male,5,Other,I have read this text carefully,HR technology,168,high,high,NA
169,241,TRUE,2022-11-30T15:15:47Z,R_2UbkVG1YwllZEuZ,yes,169,834x1112,4.616,49.182,88.287,2,14.368,35.721,36.36,5,58,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,26,Female,2,Other,I have read this text carefully,HR technology,169,high,low,NA
170,243,TRUE,2022-11-30T15:15:50Z,R_1IvfL8pkyd0VDp6,yes,170,1366x768,5.24,144.63,145.379,2,6.122,6.122,7.478,1,60,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,23,Male,3,Other,I have read this text carefully,HR technology,170,low,low,NA
171,267,TRUE,2022-11-30T15:16:02Z,R_31RaL47YsuErwtV,yes,171,414x896,0.663,161.546,165.108,4,4.424,6.657,7.081,4,77,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,31,Male,0,Other,I have read this text carefully,HR technology,171,low,low,mobile
172,271,TRUE,2022-11-30T15:16:06Z,R_1kN6p8aSAQad4rY,yes,172,1920x1080,2.809,2.809,129.796,1,12.651,12.651,13.978,1,25,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,45,Male,3,Other,I have read this text carefully,HR technology,172,low,low,NA
173,539,TRUE,2022-11-30T15:16:14Z,R_RIVI2BmcwiUV9kd,yes,173,1536x864,33.992,33.992,312.116,1,5.247,5.247,6.071,1,75,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,37,Male,10,Other,I have read this text carefully,HR technology,173,high,low,NA
174,292,TRUE,2022-11-30T15:16:33Z,R_1qdGhvGXiz7SRXw,yes,174,1366x768,6.225,6.225,55.057,1,4.172,5.342,6.501,2,60,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,29,Male,5,Other,I have read this text carefully,HR technology,174,high,low,NA
175,422,TRUE,2022-11-30T15:16:34Z,R_1q9FOxkmanCaOfx,yes,175,414x896,57.846,57.846,263.159,1,2.87,2.87,3.325,1,34,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,41,Male,3,Other,I have read this text carefully,HR technology,175,low,high,mobile
176,125,TRUE,2022-11-30T15:16:42Z,R_1F4UeUrGZgTaRra,yes,176,1792x1120,8.174,8.174,12.428,1,5.574,5.574,6.444,1,51,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,36,Female,10,2-3 times a week,NA,HR technology,176,high,high,NA
177,188,TRUE,2022-11-30T15:16:44Z,R_1kZUD5gTF37bExK,yes,177,390x844,1.549,102.467,103.79,4,1.967,1.967,2.485,1,0,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,32,Female,0,Other,I have read this text carefully,HR technology,177,high,low,mobile
178,1261,TRUE,2022-11-30T15:16:49Z,R_2vi6geZvWje4Tr2,yes,178,1920x1080,18.071,19.935,1050.144,2,14.032,14.032,14.818,1,75,Agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,33,Male,2,Other,I have read this text carefully' below,HR technology,178,low,high,NA
179,262,TRUE,2022-11-30T15:16:56Z,R_2ScyAwzpLTt3XCA,yes,179,1280x800,24.275,24.275,98.066,1,3.153,3.153,4.065,1,83,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,35,Male,7,Other,I have read this text carefully,HR technology,179,high,high,NA
180,167,TRUE,2022-11-30T15:17:10Z,R_1EWINUKAu03k23f,yes,180,1366x768,3.684,3.684,57.617,1,2.542,7.858,9.277,2,50,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,33,Male,0,Once a week,NA,HR technology,180,high,low,NA
181,1075,TRUE,2022-11-30T15:17:10Z,R_12DCafqakiKYgu0,yes,181,375x667,5.779,735.389,736.805,5,7.313,12.009,18.367,6,30,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,55,Male,10,Other,I have read this text carefully.,HR technology,181,high,low,mobile
182,731,TRUE,2022-11-30T15:17:19Z,R_cYgUitjX2W3Eg2l,yes,182,1280x800,32.425,32.425,367.411,1,5.261,8.648,9.246,3,10,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,28,Female,5,Other,I have read this text carefully,HR technology,182,low,low,NA
183,351,TRUE,2022-11-30T15:17:26Z,R_1PcMgIDyAGTnBLE,yes,183,1536x864,4.64,4.64,256.424,1,4.726,4.726,5.98,1,20,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,45,Male,9,Other,I have read this text carefully,HR technology,183,low,high,NA
184,205,TRUE,2022-11-30T15:18:33Z,R_1KjPFnKxlSXaDWz,yes,184,1280x720,9.496,9.496,89.081,1,5.527,7.767,8.728,2,65,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,27,Male,2,Other,I have read this text carefully,HR technology,184,high,high,NA
185,780,TRUE,2022-11-30T15:18:34Z,R_12a2mx3KmqIpICM,yes,185,1366x768,14.603,14.603,354.895,1,8.101,8.101,10.7,1,15,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,65,Male,3.5,Other,I have read this text carefully,HR technology,185,high,low,NA
186,166,TRUE,2022-11-30T15:18:53Z,R_PZ2nJ1HRISJ5u6J,yes,186,375x812,0.472,8.773,53.557,5,3.499,6.518,7.507,6,33,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,28,Male,0,4-6 times a week,NA,HR technology,186,low,low,mobile
187,375,TRUE,2022-11-30T15:19:11Z,R_3psQg0l8unz6PN2,yes,187,1920x1080,17.627,17.627,245.047,1,6.302,6.302,8.365,1,10,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,62,Male,20,Other,I have read this text carefully,HR technology,187,high,high,NA
188,703,TRUE,2022-11-30T15:19:34Z,R_2qC918GFiFFguyZ,yes,188,1920x1080,15.588,15.588,53.745,1,6.339,6.339,7.228,1,30,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,47,Male,3,2-3 times a week,NA,HR technology,188,high,high,NA
189,353,TRUE,2022-11-30T15:19:45Z,R_1Q3KZcBp8eqCBAP,yes,189,2560x1440,246.523,246.523,247.208,1,6.652,7.135,9.073,2,35,Agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,50,Male,30,Other,I have read this text carefully,HR technology,189,high,high,NA
190,173,TRUE,2022-11-30T15:19:53Z,R_2TBoh07QxvyXaGL,yes,190,360x740,0.426,0.426,2.153,1,6.507,6.507,7.183,1,60,Disagree,Strongly agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Agree,31,Male,1,Other,I have read this text carefully,HR technology,190,low,high,mobile
191,179,TRUE,2022-11-30T15:20:49Z,R_wLzdGYJ9b0a46I1,yes,191,1512x982,4.721,4.721,84.442,1,3.634,9.065,9.76,2,15,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,34,Male,8,Other,I have read this text carefully,HR technology,191,low,high,NA
192,295,TRUE,2022-11-30T15:20:49Z,R_2UgCQa54T6dVugl,yes,192,1539x766,12.058,12.058,131.124,1,5.696,5.696,6.69,1,35,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,36,Male,3,Other,I have read this text carefully,HR technology,192,low,high,NA
193,294,TRUE,2022-11-30T15:21:20Z,R_O27YvKNTeqtNgKl,yes,193,1920x1080,9.887,9.887,169.543,1,9.117,13.473,14.505,2,62,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,25,Female,0,Other,I have read this text carefully,HR technology,193,high,high,NA
194,728,TRUE,2022-11-30T15:21:38Z,R_25XFjeug57so7rB,yes,194,1536x864,10.072,10.072,340.98,1,3.897,3.897,17.497,1,20,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,42,Male,14,Other,I have read this text carefully,HR technology,194,low,low,NA
195,318,TRUE,2022-11-30T15:21:59Z,R_23TSO6ac1hMKFvz,yes,195,1920x1080,8.54,8.54,188.85,1,4.375,4.375,5.436,1,50,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,34,Male,1,Other,I have read this text carefully,HR technology,195,low,high,NA
196,625,TRUE,2022-11-30T15:22:04Z,R_0J8MtEXclGgv3CV,yes,196,962x601,11.941,18.44,320.912,2,6.819,9.09,10.301,2,38,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,46,Male,3,Other,I have read this text carefully,HR technology,196,low,high,mobile
197,113,TRUE,2022-11-30T15:22:07Z,R_5BwaKDBBq97himt,yes,197,1920x1080,3.603,3.603,39.059,1,2.335,2.335,3.096,1,40,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,37,Male,2,4-6 times a week,NA,HR technology,197,low,high,NA
198,279,TRUE,2022-11-30T15:22:14Z,R_1KqebJIHnEuo5IU,yes,198,393x873,1.239,4.29,148.519,2,7.588,7.588,8.048,1,30,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,26,Male,0,Other,I have read this text carefully,HR technology,198,low,low,mobile
199,215,TRUE,2022-11-30T15:22:23Z,R_2zbzn1zrawiQn8J,yes,199,1280x720,1.763,1.763,3.199,1,6.598,6.598,7.053,1,89,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,21,Male,1,Once a week,NA,HR technology,199,high,low,NA
200,247,TRUE,2022-11-30T15:23:03Z,R_3e52QayDx3mGEJs,yes,200,360x800,1.064,15.873,154.97,4,2.679,6.753,8.552,2,32,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,39,Female,1,Other,I have read this text carefully,HR technology,200,low,high,mobile
201,569,TRUE,2022-11-30T15:23:10Z,R_3yEs9akZolP2QE1,yes,201,1920x1080,6.444,6.444,330.917,1,8.879,8.879,21.695,1,30,Disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,50,Male,1,Other,I have read this text carefully,HR technology,201,low,high,NA
202,451,TRUE,2022-11-30T15:23:26Z,R_Tufyr0BsIUoNYn7,yes,202,1440x900,186.305,186.305,314.154,1,3.048,3.048,4.747,1,5,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,50,Male,13,Other,I have read this text carefully,HR technology,202,high,low,NA
203,331,TRUE,2022-11-30T15:24:00Z,R_PvQQH2XJY6jxQEp,yes,203,414x896,17.235,17.235,192.955,1,2.075,2.975,3.905,2,71,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,42,Male,0,Other,I have read this text carefully,HR technology,203,high,high,mobile
204,304,TRUE,2022-11-30T15:24:11Z,R_3h3CjbhVwZzcsnm,yes,204,1280x720,19.251,19.251,96.477,1,7.712,7.712,9.236,1,30,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,66,Male,12,Other,I have read this text carefully,HR technology,204,high,low,NA
205,369,TRUE,2022-11-30T15:24:27Z,R_sCgOU6FNOV96zYJ,yes,205,393x851,4.054,19.739,216.963,2,6.841,6.841,7.783,1,24,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,33,Female,0,Other,I have read this text carefully,HR technology,205,low,low,mobile
206,710,TRUE,2022-11-30T15:24:54Z,R_1OiNxZyVcMR5sPs,yes,206,1280x720,9.871,12.007,337.527,2,5.768,10.713,12.213,3,60,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,62,Male,5,Other,I have read this text carefully,HR technology,206,low,high,NA
207,302,TRUE,2022-11-30T15:25:08Z,R_1guuJdWO8ECRpn9,yes,207,1280x720,13.149,13.149,166.965,1,3.9,3.9,5,1,10,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,54,Female,0,Other,I have read this text carefully,HR technology,207,high,high,NA
208,384,TRUE,2022-11-30T15:25:11Z,R_21APFXjz1N6ptXJ,yes,208,1920x1200,5.699,5.699,288.49,1,2.593,4.502,5.064,3,70,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,33,Male,3,Other,I have read this text carefully,HR technology,208,low,low,NA
209,572,TRUE,2022-11-30T15:25:18Z,R_PzFYyd18o8A0pIR,yes,209,1536x864,7.912,7.912,423.631,1,4.704,4.704,5.53,1,4,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,33,Male,3,Other,I have read this text carefully,HR technology,209,high,low,NA
210,231,TRUE,2022-11-30T15:25:18Z,R_1FgpOFYR6T9anTt,yes,210,1536x864,7.176,7.176,125.669,1,6.079,8.615,9.529,3,73,Agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,47,Male,8,Other,I have read this text carefully,HR technology,210,high,high,NA
211,184,TRUE,2022-11-30T15:25:31Z,R_cAY2kVpB8uTygBH,yes,211,1920x1080,4.945,4.945,105.793,1,4.296,4.786,5.06,2,60,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,30,Male,5,Other,I have read this text carefully,HR technology,211,high,low,NA
212,710,TRUE,2022-11-30T15:25:32Z,R_5nJuejWXx790jQJ,yes,212,2560x1440,8.026,8.026,156.715,1,4.296,4.296,6.071,1,23,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,30,Female,0,Other,I have read this text carefully,HR technology,212,low,low,NA
213,284,TRUE,2022-11-30T15:25:46Z,R_1EgjAo4C2XsiPu5,yes,213,1536x864,8.483,8.483,151.67,1,2.783,2.783,3.466,1,21,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,58,Male,2,Other,I have read this text carefully,HR technology,213,high,low,NA
214,137,TRUE,2022-11-30T15:25:48Z,R_utaPqESXkB5Pfrz,yes,214,800x1280,0,0,6.184,0,6.26,7.769,8.845,2,14,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,68,Female,1,Once a week,NA,HR technology,214,low,high,mobile
215,187,TRUE,2022-11-30T15:25:50Z,R_3MGmQv5ghvsMKWh,yes,215,1366x768,0.964,8.724,94.721,7,4.136,4.136,5.757,1,40,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,38,Male,0,Other,I have read this text carefully,HR technology,215,high,high,NA
216,148,TRUE,2022-11-30T15:26:35Z,R_ylsxoMDCXwnEKIN,yes,216,428x926,7.807,7.807,81.092,1,3.892,5.186,5.452,3,0,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,29,Female,0,Once a week,NA,HR technology,216,low,low,mobile
217,380,TRUE,2022-11-30T15:26:36Z,R_rkKgvsm91yvWOpb,yes,217,1366x768,28.386,28.386,274.464,1,3.977,3.977,4.615,1,100,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,39,Female,3,Other,I have read this text carefully,HR technology,217,high,high,NA
218,593,TRUE,2022-11-30T15:26:44Z,R_1KcBShRUDCJpO6o,yes,218,1536x864,30.384,32.419,379.779,3,8.502,8.502,9.612,1,70,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,37,Female,15,Other,I have read this text carefully,HR technology,218,low,low,NA
219,479,TRUE,2022-11-30T15:27:05Z,R_2ZBmvb7Ds1l1ST6,yes,219,1920x1080,17.075,17.075,320.355,1,7.818,7.818,9.146,1,15,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,76,Female,16,Other,I have read this text carefully,HR technology,219,low,low,NA
220,104,TRUE,2022-11-30T15:27:20Z,R_3ESyU70Guq4QBNr,yes,220,360x800,0.387,25.543,26.242,7,15.005,19.371,19.864,3,34,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,25,Male,1,2-3 times a week,NA,HR technology,220,low,high,mobile
221,296,TRUE,2022-11-30T15:27:41Z,R_1iea7sbyy2PIG1R,yes,221,1920x1080,20.759,20.759,163.029,1,7.064,13.25,14.416,5,75,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,42,Male,5,4-6 times a week,NA,HR technology,221,high,high,NA
