message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
jD3jqj8H5hY2JEyIAs0sCz-DeMNLxPY9OYaRrSFyb3W6,"Hi Pier, we are impressed with the buzzwords in your pitch deck for Brachytix. However, we would like to learn more about the scientific basis for your idea. Can you provide us with more information on this aspect of your startup?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
IVCwyHTNcTi5H-U7XB0uYck0CgDTc02pxc5XYYlYI-PL,Thank you but it's not one for us.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
xoK9udRjix-wR6Pjg-TxkK=H5S4uKf5+C1NKOurWayWK,"Hi Pier, Thanks for reaching out. Unfortunately this is out of scope for our current fund, but hope to stay in touch as our strategy evolves.",0,investment strategy,1,updates,0,0,1,0,updates,no investments,1,updates,1,updates,updates
xwNZaLHn+42dOHR8CvLoYL76=lduY8QAyPTCIF51oXAf,"No, not in line with our current investments.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Uq-9WjhWtJh4u-HHVQ1zDTd6V9xgHnoZH+SDnc7qgjJD,"Hi Pier, My colleague [NAME] forwarded your note on Brachytix. I am an associate at [FIRM] covering the ophthalmology space and would be interested to hear the pitch. Do you have a 30 min slot available on Thurs 2/2 or Fri 2/3 for a call? Please let me know. Thanks",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
2uC0f=NW-wN4gVV4FyZBdgjcmuQOLR=OAJ80ozgld0eg,Remove me from your contacts,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
SvFhk-9v228O1PA+SQZH4q6OiQprIH-KCPfS9G13Kwvw,We appreciate your pitch. Can you provide more information about the intellectual property and patent status?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ov5m-nJqgg8SWcKfs1vqTm8PyryP8QCaZMfEpqd-5+Sj,"We are interested in your startup, Pier. Can you explain your financial projections and assumptions?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
9sbjzJqrbrsaQm+iuNbmmpf3TdzbEF+LSmtWOHr2=Boc,No investment at this time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
2Rsq7UlYwX4ZrEeDbKoLcMY0UH=VVuWYjTNZAR+FXSmW,Not interested in pursuing.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
mWVNAE9Ati6myISdPUpPzwb=KTA3YXrr=Qzjffpn40oc,"Thanks Pier, we're not the right fit.  Best of luck!",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
eEjKX72g6p6dLLtZ1fE6cnvECOXgSE6JZhkGiUUx9gpr,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
mbjchON+oZoHDjygVpRhj=JVCNtVlVsiIZ0oEughHrb4,Thank you for sharing your pitch with us. Can you elaborate on your business model and revenue streams?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
cIrhNxG6ibBxHzfiQ+lZBWARjJXOhGn1B4caBTb8z=+9,"Unfortunately, we cannot proceed with this opportunity.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
LV2e+KzlhkMybMiT8d5eR9katb3BUXVZivPTd+KfvFbs,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
t9RayWz05cwZK79RdkiAhXZM7TzW+qzAlZJWfW0o23=i,"Thank you for sharing your pitch, but unfortunately, our investment focus is limited to certain geographic areas at this time.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
enAzutfFfiuMykpgbaDfGiMfqrHxHZjbSlXZYbbKZ4sI,Unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
6erRhcZscodSr4gGNYFBJdZsjpPREzr5jQdykOxGCDNz,"Hello. I'm intrigued by your startup, but I need more information to evaluate its potential. Could you provide me with more details on your team's technical skills and experience, as well as your financial projections for the next five years?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
XDKBpCB8BzfW1nwNp+7wcB==U-=l6Isdglvy6pUUtjCX,"Please remove me from your distribution, thanks",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
C5ATuWSyBgeg7OJj6xeP2ddFIybYrYVu2iEDrHk+AB2x,"Hi Pier - Thanks for reaching out, this is not an area of expertise or focus.",0,industry,0,no specific reason,1,0,,,,,,industry,0,industry,industry
gP14K-UwBbkDYCgubgJX6APHL-AUxqvnmR2DVJtPrqQq,"We're impressed with your early progress, but our investment criteria require a higher level of traction and growth. Please keep us updated on your progress.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
3RCTWyFeun20kHSNTd9NITCtLQhuCkNUd5+YUJiLvNcu,Dear Pier. We are interested in learning more about the clinical studies you have conducted to support your approach. Could you provide additional details on the methodology used and the results achieved?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
tjVYp9pJp67lSYwg94MiPrPX8FjAOBgSaufXKb8k+sWC,"Hi Pier, we were impressed with your pitch deck for Brachytix. However, we noticed that it lacks financial details. Could you please provide us with more information on this aspect of your startup?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
2yy2RPT9pa6kyF88BjfJNOIKqQS6owqshIL4VpLNkXOp,Can't invest now.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
1X+v1L6xOBqOOH2Wcnlx00BRAhzrAAeCeQiGf73AXrnh,"Pier, We invest only in companies headquartered in the US Mid-Atlantic region. Does Brachytix fit that criterium?",0,geography,1,more info/clarification,0,0,1,0,more info/clarification,geography,1,more info/clarification,1,more info/clarification,more info/clarification
aSW2Uc1Profs3pizPKdk1iV-o1jCFwLDH7Sr9jImvXix,"Sorry, we cannot proceed with this opportunity.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
wq5qUZr7tZ=TfFX5JhozLB4Q9tGAgEQCA0zFf84BLkLx,Thanks for reaching out.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
3VihuvQbTn9Wcos2MzwFv9WTOxMgQtGmWdERh-cvZu36,"Hi Pier, Hope you are well, and thank you so much for taking the time to reach out to us. Picking this up from [NAME] inbox - it would be great if you could please fill out the short form in the link below, and we'll review and get back to  you. Any questions, please let me know.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
Yt7YaxlGCoBowsvvLIxCyRtOnlbA9Gjaxt8vry9QWciq,"We're not interested in pursuing this opportunity, but we wish you the best of luck in your fundraising efforts.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
iA4PQRb5R5bCjs5oLrVXYSrwCMgiNraE+o5O0vBKVNbG,Unsubscribe.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
S2jsGJq6Q-vR4VKC7ZorQiDzU+Ubpy969ODsrb7310eU,"Thanks, but I have enough commitments in pharma at the moment, if that  changes I will reach out",0,portfolio conflict,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
ESGoMJRtBKDVXNE2Q1741+ROn-1c=InrU5xAC8UzqmK=,"[FIRM] invests in tech companies with women at the helm. If that fits, check out [URL]",0,investment strategy,0,industry,1,0,,,,,,other,0,other,other
kfzD=h2-HK2nUDBk1uJnP8migCOTWz5NbmrvrblX9zXQ,Thank you Pier. We are not doing new deals.,0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
O=rsu5CSQ=JregxE0ic0mQG18QgmDdEkYYecTEk4+6Lo,"We appreciate your interest, but we are not currently pursuing investments in the medical devices or pharma sectors.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
A4LrakyC3ji9X6zWufHE7mpVLpAnO69vd0s8tXYhMAuE,"Hi Pier. While I love the work that you are doing, we only invest in property technogogy. Best of luck.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
8GXxNF5YS-wvq5rs7uXNFWkSP5goFC7xebIFyh43vSp=,We are interested in learning more about your startup and would like to set up a meeting to discuss your pitch in more detail. Please let us know your availability.,1,meeting,1,more info/clarification,1,0,,,,,,meeting,1,meeting,meeting
K0pU20MSf05qwMjaHnSP7upbvLB8E4JCPMNLEC6KdeyK,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
FSiW+JJis4-vY10LE2ZZAgsDSOl8cKH=CeY1BEbKkLMX,"Hi Pier, Thanks for reaching out and sharing more about your company. Unfortunately, this lies outside of our investment scope. Best of luck!",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
GKg8cePHMftuGZnHsYyoPCY0cbJe6Yu5sFupXdIrOy89,STOP,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
vaE4zTthSh9ffZOY3SH616r9ixarEeJmemJTErrr-dj4,"While your pitch is intriguing, we regret to inform you that our investment focus is solely on startups located within specific geographic regions.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
4UmFn+5IsBrTQQ4UaL2fpRfMaagMn5aid7GHGmx7WxJK,"We appreciate your pitch, but our investment focus is not aligned with the pharma industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
25sTd+-+d3qbpewBqsoxhUfvVjQ4nKrzG5=YiIV5yuRB,"Hi Pier, we appreciate your pitch for Brachytix. However, we noticed that your pitch deck did not include any information on your market research. Can you provide us with more details on this aspect of your idea?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ZYC+hI8pctGq+GMx5=PqrwvfqhZpJuVw2uyE6yw0P3Kr,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
oix3XfPYR1=KKXEN-I+Ins5jZ0BYl=a+8NzSsgDQBc1d,"Your pitch is compelling, but we typically only invest in companies that have already raised some seed funding and have a solid foundation.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
lZ=8ECt1w25JKZ6QJuyRa27FYiP5teMNLc=0mWTd9psy,"Hi Pier, I'm an LP investing in funds, so alas, this isn't right for me.  I wish you the very best.",0,industry,0,no specific reason,1,0,,,,,,structure,0,structure,other
5LQYC2Pp1v+L2CQ329yoRX=CnlAi07CwohTqGis4TlnC,"Thanks Pier.. However, we only invest in IT and not healthcare. Best of luck.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
6aaixZ2=hPF7Io4181jKoYu37KA1glw3s6eYhtlnakMp,"While we appreciate the potential of your business, we typically invest in startups that are further along in their development.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
q7Mohj19wj2wkT3zO9GzbiTKvUBBcXrYCgjA-Y8-Y2WS,"While we find your concept intriguing, we prefer to invest in companies that have already established a well-rounded team with a track record of success.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
FqDTTBwTgbW6F9N45xeREIK6-FPkNR1QPQ=p6FK=8SOO,"Hi Pier, This is [NAME], [NAME] assistant. I got to your email before [NAME] and thought that you would appreciate a speedy reply. The opportunity is much appreciated. Unfortunately, [NAME] calendar is jam-packed right now with travel and dedicated to working with coaching clients and at this time. Wishing you all the best :)",0,other,0,no specific reason,1,0,,,,,,no specific reason,0,no specific reason,no specific reason
g9OQOST2Q9cruBv7E-PSsyAlN-eX0b8JTKydSYLTHMp6,We are interested in learning more about the clinical studies you have conducted to support your approach. Could you share some of the key findings from these studies and how they demonstrate the potential of your product?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
NadgsndRCk2Bi9QZH7+t1406GV2E-m1kK14bo+JVnfQQ,Not a fit for our investment goals.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
s3xGD3UUW7iYcj0HkDjYsr2QEz+4SETXA4vUtO+Oho-f,Thanks Pier. We are a pass because this opportunity is outside of our investment scope. Best of luck on your raise and in building this important company.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
oO1xusGjeCeL2BhfQ0KqRs1dp0OFs8NW7ZxCzWw3-tOu,Can you explain how your approach differs from existing treatments and the results of your comparative studies?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ThTgq4gggD7ZB8KUp49Ity0RBFP+SQcDD5qho4pmeoEk,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
jBcHgby8qKNatxq=oXzRAlGOrTpaN6oRM8cX19oqCbCn,"Thank you for considering us, but our investment focus is on more mature companies with a proven track record.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
wcd6aDdb1nBjE51YC7y-0BabA=Nx0NFYI-UFZk-ngnf1,We are interested in your product. Can you provide more information about the technology and scientific foundations?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
2dVD21xUbCFPirib2dv0wNGu7rkkqQP9FwEtXu6Gfva1,Not interested in this particular opportunity.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
oVyfSMMnjhOlLYSJvnri2QP2nUChhM68TktPEd89sUG0,Not a priority for our investment portfolio.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
6ALSLL+=o0mg-oh0-EfYBoctSY=oBQYTcEOHTqpGyy=J,Not a priority.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
7v9lXkC9Qo=xQIkH5vPp4=9JwZVbjb1De-nOD15gLutV,Hi. We are particularly interested in the clinical evidence supporting your approach. Can you provide more details on the results of your studies and how they demonstrate the effectiveness of your product?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
gtK0tcyS2=a+xs0kARLM0JDKtlzFYuMD7+C-noKUn3e9,dont contact me again.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
fsObNpTDec6ge3+dbcG=6EK7cCnFLox4Sk-x32WCom3w,"Thank you for your pitch, but we are not currently investing outside of our geographic focus area.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
4MbxaAAAM6c5mL2MUQcWWc+Dy-j9B2mSHM54BlZDhoc6,"Pier, your startup sounds intriguing, and I'd like to learn more about it. Could you send me the full pitch deck along with any additional documents you have available?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
Fz93ShP4mONYkservQJV3LroFoyjTqbw2JvUlW-o0v3Z,"Your pitch has potential, but we typically only invest in companies that have a more established product and a larger customer base.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
lvgpGn2-zPbV14BNKaKQgvObyQpm9M6U4X=LcWdn-Fwt,Not in our investment scope.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DphKHMVUxCiJtEuz+wCA4ghlDr7O-pCwum9RxBrm0qY5,"Pier, your startup sounds exciting, and I'd like to learn more about it. Could you send me the full pitch deck along with any additional documents with a proof of concept you have available?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
b=yLShEEMwShWcmrOPKJjdTPMvJ2MS3WxKzOoY1Z6ene,"Your pitch is interesting, but we're not currently investing in startups at this time.",0,investment strategy,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
ctYgdMJjGyU-20j2=C3tzhPg-TGW19Nwa5x+pfiTMCGx,"We're interested in your startup's potential, but our current focus is on companies that have achieved a higher level of product-market fit.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
MY6=6n-+74Zcpi8M2vOSyJPsswAPwiA2=21MfzSnUUjo,Not in our investment pipeline.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
dfFpIwW2BCco=OovlJcZaAM+NclWV+NPovkwJlcrOHYr,Not within our investment capacity.,0,other,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
nhKW+wCrbLREHKJUa9WIT9Bhk=DxTLl-NWWzmGmBbnzm,Can you share the details of the studies you did?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
mHgSmdyZZE06EuKQhmrWzw4kCLZslm0u1e7rD-6j-Lk+,"Hi Pier, we were intrigued by your pitch for Brachytix. However, we noticed that your pitch deck lacked information on the market size for your startup. Can you provide us with more details on this aspect of your idea?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
7ajOQuLkQWFzL0g-sBa642-=z7ZrKQMkrUH470QSVgTe,"Unfortunately, we're not the right investor for this opportunity.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
GP-1YfQwg8+8WqdEeqiwSWh=3jt+pWHorxrlm6xZocLs,Not within our investment goals.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
M7qAg--l3GGgfmV6sNh2m4iMl5rCVwtQG9Z2AwFjQ9WS,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
puNb-ewMXQN=Mu8QZJT7i05NXrbDkFUlIOX5E064iM-=,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
Jcyb1SNGyKWxOR2k=zkedqmd6Dxr6xLFtYJQ+KjTUdkE,"Thanks but this is very early stage for our mandate so we could not pursue.Good luck with it, it's a crucial disease to fight",0,investment strategy,0,stage,1,0,,,,,,stage,0,stage,stage
PmWk9y7bXmoJFPqiav04sTPaH5Y3ixWVT=Lo9pfj9o2a,Not a viable fit for our investment strategy.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
FdCYd0RxMkVPmM904eGcTRqBWJMXMnNUYHnpWom8xosw,"Hi Pier, thank you for sharing your pitch deck for Brachytix with us. We are interested in learning more about the approval process for your startup. Can you provide us with more information on this?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
RjKRFYgLa=VnQX3GprkFHkJ7va6CnJn708HWGwTgfgoX,"interesting.. 23andme tells me I am at risk of macular degeneration. do you have another version of the deck that is better oriented towards investors with phd/md education, something that explains more clearly the
current standard of care in the US, versus published research on your approach, and a reasonable timeline from now to FDA clearance to getting CPT codes assigned and medicare reimbursement and training doctors?
",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
hf3SQZ=l2WsHaTEuB2RgWIQAyPrZ=TMDnp-Ts4-1R30O,"Pier, We are also attempting to fund our platform.",0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
C3LkiNav0IApx9GdrhsKuARnwoP5-u-7iTYZM1fFC3MK,Can you provide more information on the design of your clinical trials and their results?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
oPj674qemG49nSiKbfeSkckr8J-w6RkDkLvtO2AKxTsQ,"Hey Pier, Thanks for sending this over. Unfortunately, we don't invest in medical devices or anything with regulatory approval so it sits outside of our mandate -best of luck with the fundraising and beyond.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
1WlVBxBxx6cMFS+rgS8TuUea4OtkazeKln5Z3RFbB-3l,"Thanks for sending through your pitch deck, Pier! We were very interested in your startup and would like to discuss further. Could you provide us more details regarding the approval process and intellectual property associated with the device?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
IvXbcUj9sAKgG02wazKxa22b4b+CahsYaNHXYXiy7T=C,Not aligned with our investment strategy.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
jI8tJfaQyI6Jml1CVTQrFLCHJU+M+fODwhBo05WtSnTU,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
litUMgHtiZjzSbBY5G9OAfgd4djdnxumDvCqR7fOJxT3,"Hi Pier, we appreciate your pitch for Brachytix. However, we noticed that it lacks information on the regulatory environment for your startup. Could you please provide us with more details on this aspect of your idea?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
mM-VbmEQaqtBZ9Mry413vTVGMjlUYvFGWeFQy6Aa2k3i,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
3vKHDQ1dLTvq7l4mqdtw7Or4FDh5FtxwLkyzbwDYsfXb,Out of scope.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
R0BRRwUBGEnonb=g-SM6vj1L+24I06Pvu8eY5bcUMQ9d,"Thank you Pier. Unfortunately [FIRM] doesn't invest in seed fundings (the earliest is typically Series D). But thank you for the note, and good luck with the fundraise!",0,stage,0,stage,1,1,,,,,,,0,stage,stage
4AdXW72K1WgnAvlf2X0zC9D+9SUIXXRvqc1wmEvDi=Oe,too early,0,stage,0,stage,1,1,,,,,,,0,stage,stage
kG-FhsyUlcldyawqahZGf=w5-b2+s6SQHJYhxUcvt4++,"Dear Pier, thank you for sharing your startup's seed round investment opportunity for consideration.We only invest in startups whose founders have been through our program.  if you do qualify and are interested in participating in our next cohort and have the potential to be a successful startup founder, we would love to hear back from you. Wishing you all the best",0,structure,0,no specific reason,1,0,,,,,,structure,0,structure,other
108XLG4f1oCYm2L--RWswuwtxnIbqA1x3fTuASwQfPiJ,"While we appreciate your innovative idea, we currently only invest in companies that have already launched and are generating revenue.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
Gd1zBMtZrDTrzlC8qp7023bqwaP-o5rENM1KBPE7YZc4,"Hi Pier, Thanks for reaching out regarding Brachytix and for thinking of [FIRM]. We had a chance to review the opportunity with our team and will have to pass as our investment criteria focuses on software based solutions and we are unable to invest into medical procedure based solutions or medical devices at this time. Thanks for your email and we wish the team all the best.",0,investment strategy,0,industry,1,0,,,,,,industry,0,industry,industry
q2ElBAXYP0av6V-Mn0Ftf=c6aGi9Wi=YnjiKboDlDmut,Not a fit for me Pier but best of luck.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
3CmGaVeM4rPYbRazc7n7sAjTvvLT9nS+EvnFN3UYdzTb,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
40zfi5+DXY4Zew7iibhiIJXy5OPR=zA7gjIOBjy8V+T2,"Your pitch deck was intriguing and we at [FIRM] would like to understand more about the legal and financial commitments associated with the project. Could you provide us with details about this, and any other relevant information or documents that would help us make a decision?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
XAfS6QeJ0HQoKYpswjiXQiUQN+q+Wo0K2JsqPQySJGzk,"After reviewing your startup and the pitch deck you have provided, we have decided not to invest in very early pre-seed stage companies right now.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
zM1Oxm=RD5gDMLqrcGX-p-4cycsOuwsuyFJkDkKUkizV,"We are interested in your startup, Pier. Can you explain your current cash position and runway projection?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
IbcCjGkshhEGbT0T012mjtRpXPl+=b3boCHbKb2J4z4w,Thanks for sharing your pitch with us.,0,other,0,no specific reason,1,0,,,,,,no specific reason,0,no specific reason,no specific reason
18f3iU8Ni9YqzVnbPwQysUI4jRTgNBj0MQCRNLi+oKrz,Unable to invest.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
8Z275wRTv6wVthkPtXNypSTJKET6aQCCb=E+2u6XT7ma,Not a fit for our investment thesis.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
WzSKnbnsDt9dpxClUmSE3QW5pnO4kt7eyuhsqDbIXnWY,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
ue=OOssETnM=qr+yS6t5l4YD7foqaOvYsGGZPNDG-GyJ,"We appreciate your pitch, but at this time, we believe that your company is too early in its development stage for us to consider investing.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
uWslvBx81JtTe4ue8nhkE-2y48wffirEoSVh5siwmkq8,"Hi Pier, thanks for thinking of me, I am going to pass though in the current market environment - looking for opportunities with more runway and a little later stage right now, and this particular part of the health
sector is not my speciality.",0,industry,0,stage,1,0,,,,,,other,0,other,other
LDCRIboIqrPzjbGEOf4PpPTuc341JeP-83GWf3NWc=M2,Please remove me from list,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Y3f=AfOERBu3k-PnP1=lxmsnDvHmHEVwDBz5zrLM7iDQ,"We appreciate your interest in our firm, but we're not investing in this industry right now.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
nl6+fH1VnWcPfiO2ALAu9ygSkjM6F7p1-7hiNbHa+gKI,We were impressed by the promising clinical results you have achieved. Can you share more about the methodology of your studies and the implications of these results for your product?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
RvFOruvrlfPlQLhIL5V3Xf9cqNGR3qpKfFtVJtM1nfzX,We are software only investors,0,industry,0,industry,1,1,,,,,,,0,industry,industry
WjTkB5BDAvb4QRuwDL4=A-w=AxHPRm3Hbm1RER3jjjlw,stop sending,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
azg6Y=Q4pleEOYamJ7q=z0qy18xQCWxCEHJjAh6vA-F3,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
cgzWb=TWuv=sD-o+xWkU12bJ9c=XUrgmnHIosq3-JtjE,"Thank you for reaching out to us Pier, appreciate it. Unfortunately, you're a bit too far outside of our scope for the current fund. Please consider us a pass. Maybe one of the funds on this list [URL] is a better fit for your startup. Best of luck to you on your entrepreneurial journey!",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
kmRCuP=Sqjta=HrjLwI5h+v9du1usOqzFO6bH=ha2ZzA,"Unfortunately, we can't move forward.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Rb7C46SJh6ldxv+nopMxo-47T8ayBsEjNo11Hbql4-PL,"While we are impressed by your ambition, we prefer to invest in companies that have already established a solid foundation and have a clear path to success.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
xWDQCPekqBPZ7byw-mU-epQdcnb8i9+UW2mDNf96mAR-,Thank you for your message. We do not invest in pharmaceuticals or therapeutics.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
zozlY2+dnd34ce+YOgJ5qk9KgM4QQzbG7jx+zSrXOjX=,"Thanks for your pitch, but we are not currently investing in drug development or medical devices.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
lpPIWKilPnhe4mLX8IVLJfiPvOr5-VCjP03Shl04GMA9,"Your pitch has potential, but we typically only invest in companies that have already proven their value proposition and have a clear understanding of their target market.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
DxTtF4zZfbeBiPHRsk8jGjFlkRzTreNcrNMekZ2Ax9Jq,"We may not be able to invest in your startup at this time, but we would still like to stay informed about your progress and milestones as you continue to develop your product.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
